,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Rain inches (last 3 hrs),Snow inches (last 3 hrs)
228,Waddan,LY,2020-04-02 19:50:43,29.16,16.14,78.13,16,6,6.85,clear sky,0.0,0.0
229,Goderich,CA,2020-04-02 19:49:14,43.75,-81.72,44.01,91,25,4.0,scattered clouds,0.0,0.0
230,Chunoyar,RU,2020-04-02 19:50:44,57.45,97.32,31.21,92,0,5.19,clear sky,0.0,0.0
231,Padang,ID,2020-04-02 19:48:39,-0.95,100.35,77.29,78,100,3.6,light rain,0.11496062992125984,0.0
232,Lompoc,US,2020-04-02 19:50:45,34.64,-120.46,69.01,34,0,10.29,clear sky,0.0,0.0
233,Ararat,AM,2020-04-02 19:50:45,39.83,44.7,46.4,65,17,3.36,few clouds,0.0,0.0
234,Hithadhoo,MV,2020-04-02 19:48:45,-0.6,73.08,83.89,71,100,4.45,overcast clouds,0.0,0.0
235,Vieques,PR,2020-04-02 19:50:46,18.43,-65.83,86.0,58,40,10.29,scattered clouds,0.0,0.0
236,Matara,LK,2020-04-02 19:48:31,5.95,80.54,73.36,87,3,6.87,clear sky,0.0,0.0
237,Hirado,JP,2020-04-02 19:50:46,33.36,129.55,46.99,78,97,3.24,overcast clouds,0.0,0.0
238,Saryagash,KZ,2020-04-02 19:50:46,41.45,69.17,51.8,81,53,4.7,broken clouds,0.0,0.0
239,Kattivakkam,IN,2020-04-02 19:50:47,13.22,80.32,82.99,83,20,4.7,few clouds,0.0,0.0
240,Gelendzhik,RU,2020-04-02 19:50:48,44.57,38.07,43.0,64,1,8.39,clear sky,0.0,0.0
241,Zhezkazgan,KZ,2020-04-02 19:50:48,47.8,67.71,46.98,63,98,2.93,overcast clouds,0.0,0.0
242,Sola,VU,2020-04-02 19:50:48,-13.88,167.55,80.73,80,100,8.99,light rain,0.09606299212598425,0.0
243,San Patricio,MX,2020-04-02 19:48:23,19.22,-104.7,86.0,74,5,23.04,clear sky,0.0,0.0
244,Sinegorskiy,RU,2020-04-02 19:50:48,48.01,40.84,37.96,68,2,5.41,clear sky,0.0,0.0
245,Port Hedland,AU,2020-04-02 19:50:48,-20.32,118.57,73.4,88,10,1.12,clear sky,0.0,0.0
246,Malakal,SS,2020-04-02 19:50:49,9.53,31.66,87.03,11,0,1.45,clear sky,0.0,0.0
247,Palu,ID,2020-04-02 19:50:49,-0.89,119.87,75.42,80,32,2.3,scattered clouds,0.0,0.0
248,Northam,GB,2020-04-02 19:50:50,51.03,-4.22,51.8,76,40,9.17,scattered clouds,0.0,0.0
249,Baiquan,CN,2020-04-02 19:50:50,47.58,126.08,38.73,57,100,17.85,overcast clouds,0.0,0.0
250,Luba,GQ,2020-04-02 19:50:51,3.46,8.55,82.4,94,40,5.82,scattered clouds,0.0,0.0
251,Dikson,RU,2020-04-02 19:48:28,73.51,80.55,21.42,96,100,27.29,light snow,0.0,0.01299212598425197
252,Komsomolskiy,UZ,2020-04-02 19:50:51,40.43,71.72,51.8,62,1,6.93,clear sky,0.0,0.0
253,Grover Beach,US,2020-04-02 19:47:05,35.12,-120.62,68.0,55,1,12.75,clear sky,0.0,0.0
254,Merauke,ID,2020-04-02 19:50:51,-8.47,140.33,77.0,92,98,6.11,overcast clouds,0.0,0.0
255,Norman Wells,CA,2020-04-02 19:49:03,65.28,-126.83,8.6,55,5,26.4,clear sky,0.0,0.0
256,Mabaruma,GY,2020-04-02 19:50:52,8.2,-59.78,83.46,65,100,9.1,light rain,0.005118110236220473,0.0
257,Vila Do Maio,CV,2020-04-02 19:50:52,15.13,-23.22,82.4,45,50,14.99,scattered clouds,0.0,0.0
258,Ballina,AU,2020-04-02 19:50:53,-28.87,153.57,69.8,94,17,4.7,few clouds,0.0,0.0
259,Cabo San Lucas,MX,2020-04-02 19:47:03,22.89,-109.91,86.0,28,5,11.41,clear sky,0.0,0.0
260,Talara,PE,2020-04-02 19:50:53,-4.58,-81.27,62.6,100,72,14.99,broken clouds,0.0,0.0
261,Fairbanks,US,2020-04-02 19:49:28,64.84,-147.72,28.99,67,75,2.01,broken clouds,0.0,0.0
262,Karakol,KG,2020-04-02 19:50:53,42.49,78.39,39.85,38,100,1.83,overcast clouds,0.0,0.0
263,Bam,IR,2020-04-02 19:50:45,29.11,58.36,70.29,26,8,6.55,clear sky,0.0,0.0
264,Hargeysa,SO,2020-04-02 19:50:55,9.56,44.06,70.92,57,29,6.38,scattered clouds,0.0,0.0
265,Makakilo City,US,2020-04-02 19:48:25,21.35,-158.09,80.6,69,1,8.05,clear sky,0.0,0.0
266,Saint-Francois,FR,2020-04-02 19:50:55,46.42,3.91,48.2,45,0,6.93,clear sky,0.0,0.0
267,Udala,ES,2020-04-02 19:50:55,43.08,-2.51,52.0,75,40,5.82,scattered clouds,0.0,0.0
268,Cortez,US,2020-04-02 19:49:41,37.35,-108.59,57.2,30,75,16.11,broken clouds,0.0,0.0
269,Bonthe,SL,2020-04-02 19:50:56,7.53,-12.51,81.66,84,67,8.01,broken clouds,0.0,0.0
270,Nouakchott,MR,2020-04-02 19:50:57,18.09,-15.98,75.2,64,70,14.99,broken clouds,0.0,0.0
271,Nome,US,2020-04-02 19:50:57,64.5,-165.41,21.99,92,90,11.41,light snow,0.0,0.0
272,Port-Cartier,CA,2020-04-02 19:50:57,50.03,-66.87,42.8,93,90,11.41,light rain,0.0,0.0
273,Kaeo,NZ,2020-04-02 19:50:57,-35.1,173.78,54.0,93,0,1.99,clear sky,0.0,0.0
274,Micheweni,TZ,2020-04-02 19:49:03,-4.97,39.83,84.27,75,100,11.9,moderate rain,0.16023622047244096,0.0
275,Sarakhs,IR,2020-04-02 19:50:58,36.54,61.16,68.0,49,75,6.93,light rain,0.03622047244094489,0.0
276,Santa Maria Da Vitoria,BR,2020-04-02 19:50:58,-13.39,-44.19,77.07,69,20,1.36,light rain,0.01968503937007874,0.0
277,West Odessa,US,2020-04-02 19:50:58,31.84,-102.5,86.0,14,1,10.29,clear sky,0.0,0.0
278,Pacific Grove,US,2020-04-02 19:49:14,36.62,-121.92,64.99,41,1,11.41,clear sky,0.0,0.0
279,Sao Lourenco Do Sul,BR,2020-04-02 19:50:59,-31.37,-51.98,77.0,44,75,13.87,broken clouds,0.0,0.0
280,Bow Island,CA,2020-04-02 19:51:00,49.87,-111.37,19.99,48,75,5.82,broken clouds,0.0,0.0
281,Hofn,IS,2020-04-02 19:51:00,64.25,-15.21,25.41,84,51,19.62,broken clouds,0.0,0.0
282,Paldiski,EE,2020-04-02 19:51:00,59.36,24.05,43.0,75,90,21.92,overcast clouds,0.0,0.0
283,Rawlins,US,2020-04-02 19:51:00,41.79,-107.24,26.6,67,90,4.7,light snow,0.0,0.0
284,Jalu,LY,2020-04-02 19:51:00,29.03,21.55,72.66,21,0,11.12,clear sky,0.0,0.0
285,Chimoio,MZ,2020-04-02 19:51:01,-19.12,33.48,66.2,88,20,7.27,few clouds,0.0,0.0
286,Kiruna,SE,2020-04-02 19:51:01,67.86,20.23,19.4,85,99,1.12,light snow,0.0,0.0
287,Severodvinsk,RU,2020-04-02 19:51:01,64.56,39.83,24.8,68,40,4.47,scattered clouds,0.0,0.0
288,Lasa,IT,2020-04-02 19:51:01,46.62,10.7,51.8,59,5,1.77,clear sky,0.0,0.0
289,Flinders,AU,2020-04-02 19:51:01,-34.58,150.86,66.0,93,90,5.82,overcast clouds,0.0,0.0
290,Paamiut,GL,2020-04-02 19:51:01,61.99,-49.67,22.5,83,0,16.84,clear sky,0.0,0.0
291,Poya,NC,2020-04-02 19:49:13,-21.35,165.15,77.74,82,100,10.94,light rain,0.006692913385826772,0.0
292,Umm Lajj,SA,2020-04-02 19:51:02,25.02,37.27,74.8,28,0,7.02,clear sky,0.0,0.0
293,Gat,IL,2020-04-02 19:51:02,31.61,34.76,61.0,72,46,2.24,scattered clouds,0.0,0.0
294,Salekhard,RU,2020-04-02 19:51:02,66.53,66.6,12.9,93,14,11.97,few clouds,0.0,0.0
295,Vila Franca Do Campo,PT,2020-04-02 19:51:02,37.72,-25.43,62.6,93,75,18.34,broken clouds,0.0,0.0
296,Mahibadhoo,MV,2020-04-02 19:49:24,3.78,72.97,83.52,75,24,9.6,few clouds,0.0,0.0
297,Kodinsk,RU,2020-04-02 19:51:02,58.69,99.18,28.49,96,3,5.73,clear sky,0.0,0.0
298,Bandarbeyla,SO,2020-04-02 19:51:03,9.49,50.81,79.45,69,46,8.34,scattered clouds,0.0,0.0
299,Kalmunai,LK,2020-04-02 19:51:03,7.42,81.82,78.37,75,2,4.68,clear sky,0.0,0.0
300,Barcelos,PT,2020-04-02 19:46:17,41.54,-8.62,60.01,67,0,6.93,clear sky,0.0,0.0
301,Royan,FR,2020-04-02 19:51:03,45.63,-1.03,53.6,77,0,9.17,clear sky,0.0,0.0
302,Gijon,ES,2020-04-02 19:51:03,43.54,-5.66,50.0,76,75,4.7,broken clouds,0.0,0.0
303,Pingliang,CN,2020-04-02 19:51:03,35.54,106.69,41.54,45,100,2.39,overcast clouds,0.0,0.0
304,Erdenet,MN,2020-04-02 19:51:04,49.03,104.08,33.76,43,0,2.62,clear sky,0.0,0.0
305,Cap-Chat,CA,2020-04-02 19:51:04,49.1,-66.68,38.7,90,100,12.5,overcast clouds,0.0,0.0
306,Kruisfontein,ZA,2020-04-02 19:49:01,-34.0,24.73,62.33,80,0,13.15,clear sky,0.0,0.0
307,Batsfjord,NO,2020-04-02 19:51:04,70.63,29.72,15.8,92,93,3.36,overcast clouds,0.0,0.0
308,Ulaangom,MN,2020-04-02 19:51:04,49.98,92.07,10.09,78,0,2.04,clear sky,0.0,0.0
309,Contamana,PE,2020-04-02 19:51:04,-7.33,-75.02,93.52,39,66,1.9,broken clouds,0.0,0.0
310,Ponta Do Sol,PT,2020-04-02 19:51:04,32.67,-17.1,62.6,72,75,10.29,broken clouds,0.0,0.0
311,Tiznit,MA,2020-04-02 19:51:05,29.58,-9.5,53.29,65,23,4.88,few clouds,0.0,0.0
312,Novoagansk,RU,2020-04-02 19:51:05,61.94,76.66,26.98,97,100,20.24,light snow,0.0,0.014173228346456693
313,Shache,CN,2020-04-02 19:51:05,38.42,77.24,51.13,25,100,4.41,overcast clouds,0.0,0.0
314,Persianovskiy,RU,2020-04-02 19:51:05,47.51,40.11,41.0,37,0,4.47,clear sky,0.0,0.0
315,Axim,GH,2020-04-02 19:51:05,4.87,-2.24,80.67,86,100,5.03,overcast clouds,0.0,0.0
316,Opuwo,NA,2020-04-02 19:51:05,-18.06,13.84,75.61,34,51,3.96,broken clouds,0.0,0.0
317,Katsuura,JP,2020-04-02 19:51:05,35.13,140.3,50.0,39,0,11.41,clear sky,0.0,0.0
318,Pevek,RU,2020-04-02 19:51:06,69.7,170.31,4.33,94,100,7.16,light snow,0.0,0.009448818897637795
319,Carmarthen,GB,2020-04-02 19:51:06,51.86,-4.31,52.0,71,49,17.22,light rain,0.007086614173228346,0.0
320,Tasiilaq,GL,2020-04-02 19:48:27,65.61,-37.64,24.8,53,5,5.82,clear sky,0.0,0.0
321,Balaguer,ES,2020-04-02 19:51:06,41.79,0.81,55.0,87,40,3.36,scattered clouds,0.0,0.0
322,Tommot,RU,2020-04-02 19:51:06,58.96,126.29,-2.13,87,74,2.98,broken clouds,0.0,0.0
323,Doha,QA,2020-04-02 19:48:48,25.29,51.53,80.01,65,39,6.93,scattered clouds,0.0,0.0
324,Pinega,RU,2020-04-02 19:51:07,64.7,43.39,20.89,97,2,5.06,clear sky,0.0,0.0
325,Vao,NC,2020-04-02 19:48:54,-22.67,167.48,75.67,82,100,22.93,light rain,0.005118110236220473,0.0
326,Tacotalpa,MX,2020-04-02 19:51:07,17.6,-92.82,93.2,44,5,8.05,clear sky,0.0,0.0
327,Barroso,BR,2020-04-02 19:51:07,-21.19,-43.98,69.73,70,36,6.22,light rain,0.03937007874015748,0.0
328,Puksoozero,RU,2020-04-02 19:51:07,62.59,40.61,30.16,97,91,10.69,light snow,0.0,0.01889763779527559
329,Kotaparh,IN,2020-04-02 19:51:07,19.15,82.35,79.05,27,69,3.87,broken clouds,0.0,0.0
330,Aklavik,CA,2020-04-02 19:51:07,68.22,-135.01,12.2,46,5,17.22,clear sky,0.0,0.0
331,Cabadiangan,PH,2020-04-02 19:51:07,9.75,122.47,79.27,75,49,11.65,scattered clouds,0.0,0.0
332,Baker City,US,2020-04-02 19:51:08,44.77,-117.83,39.99,44,75,3.36,broken clouds,0.0,0.0
333,Sept-Iles,CA,2020-04-02 19:46:48,50.2,-66.38,42.8,93,90,11.41,light rain,0.0,0.0
334,Ziarat,PK,2020-04-02 19:51:08,30.38,67.73,44.11,20,54,3.18,broken clouds,0.0,0.0
335,Jieshi,CN,2020-04-02 19:51:08,22.81,115.83,68.0,82,90,12.64,overcast clouds,0.0,0.0
336,Los Llanos De Aridane,ES,2020-04-02 19:51:08,28.66,-17.92,66.2,72,40,4.7,scattered clouds,0.0,0.0
337,Kang,BW,2020-04-02 19:51:08,-23.68,22.79,68.59,47,48,10.31,light rain,0.00826771653543307,0.0
338,Namibe,AO,2020-04-02 19:49:29,-15.2,12.15,74.23,72,54,5.44,broken clouds,0.0,0.0
339,Son La,VN,2020-04-02 19:49:02,21.32,103.9,67.5,73,48,1.68,light rain,0.029133858267716535,0.0
340,Mweka,CD,2020-04-02 19:51:09,-4.85,21.57,72.34,81,100,3.71,light rain,0.09606299212598425,0.0
341,Tukrah,LY,2020-04-02 19:51:09,32.53,20.58,68.45,39,54,19.01,broken clouds,0.0,0.0
342,Vung Tau,VN,2020-04-02 19:51:09,10.35,107.08,81.55,77,0,19.06,clear sky,0.0,0.0
343,Chichester,GB,2020-04-02 19:51:09,50.84,-0.78,52.0,76,46,10.29,scattered clouds,0.0,0.0
344,Ayan,RU,2020-04-02 19:51:09,56.45,138.17,23.05,94,100,14.74,light snow,0.0,0.013385826771653545
345,Beyneu,KZ,2020-04-02 19:51:10,45.32,55.2,53.78,75,100,17.22,light rain,0.0673228346456693,0.0
346,Simdega,IN,2020-04-02 19:51:10,22.62,84.52,75.9,23,0,5.68,clear sky,0.0,0.0
347,San Francisco,US,2020-04-02 19:46:34,37.77,-122.42,66.0,36,1,8.05,clear sky,0.0,0.0
348,Plouzane,FR,2020-04-02 19:51:10,48.38,-4.62,48.2,81,75,6.93,broken clouds,0.0,0.0
349,Samarai,PG,2020-04-02 19:49:23,-10.62,150.67,79.38,81,44,7.76,light rain,0.005511811023622048,0.0
350,Satkhira,BD,2020-04-02 19:51:10,22.72,89.1,82.4,88,40,9.31,haze,0.0,0.0
351,Constitucion,CL,2020-04-02 19:43:58,-35.33,-72.42,69.53,41,2,13.02,clear sky,0.0,0.0
352,Tefe,BR,2020-04-02 19:51:11,-3.35,-64.71,84.2,89,20,3.36,few clouds,0.0,0.0
353,Rurrenabaque,BO,2020-04-02 19:51:11,-14.44,-67.53,91.58,48,10,3.67,light rain,0.007480314960629922,0.0
354,Abapo,BO,2020-04-02 19:51:11,-18.83,-63.47,77.54,57,90,6.29,light rain,0.03228346456692913,0.0
355,Husavik,IS,2020-04-02 19:48:57,66.04,-17.34,24.8,73,40,6.93,scattered clouds,0.0,0.0
356,Dukat,RU,2020-04-02 19:51:11,62.55,155.55,5.49,86,93,2.98,overcast clouds,0.0,0.0
357,Xining,CN,2020-04-02 19:51:11,36.62,101.77,30.43,38,100,3.18,light snow,0.0,0.006692913385826772
358,Birjand,IR,2020-04-02 19:48:55,32.87,59.22,53.6,46,55,11.41,broken clouds,0.0,0.0
359,Sinjar,IQ,2020-04-02 19:51:12,36.32,41.88,54.39,60,0,0.69,clear sky,0.0,0.0
360,Kandrian,PG,2020-04-02 19:51:12,-6.22,149.55,78.22,88,96,6.15,light rain,0.09094488188976378,0.0
361,Salinas,US,2020-04-02 19:51:12,36.68,-121.66,64.99,36,1,6.93,clear sky,0.0,0.0
362,Westport,US,2020-04-02 19:46:23,41.14,-73.36,57.99,37,20,24.16,few clouds,0.0,0.0
363,Nhulunbuy,AU,2020-04-02 19:51:12,-12.23,136.77,77.0,88,33,5.26,scattered clouds,0.0,0.0
364,Abomsa,ET,2020-04-02 19:51:12,9.98,39.98,74.66,37,62,3.58,broken clouds,0.0,0.0
365,Cockburn Town,TC,2020-04-02 19:46:49,21.46,-71.14,79.39,74,0,10.6,light rain,0.013385826771653545,0.0
366,Poum,NC,2020-04-02 19:51:13,-20.23,164.02,79.29,84,100,19.3,light rain,0.02598425196850394,0.0
367,Saraland,US,2020-04-02 19:51:13,30.82,-88.07,78.01,31,1,5.82,clear sky,0.0,0.0
368,Pisco,PE,2020-04-02 19:48:47,-13.7,-76.22,80.01,30,27,10.29,scattered clouds,0.0,0.0
369,Puerto Madryn,AR,2020-04-02 19:51:13,-42.77,-65.04,68.68,30,22,20.51,few clouds,0.0,0.0
370,Labuhan,ID,2020-04-02 19:51:13,-6.88,112.21,79.05,81,61,1.41,light rain,0.010629921259842521,0.0
371,Kununurra,AU,2020-04-02 19:51:13,-15.77,128.73,80.6,78,40,4.52,scattered clouds,0.0,0.0
372,Noumea,NC,2020-04-02 19:47:46,-22.28,166.46,79.0,88,75,8.05,broken clouds,0.0,0.0
373,Shimoda,JP,2020-04-02 19:51:14,34.67,138.95,44.01,79,1,1.01,clear sky,0.0,0.0
374,Tungi,BD,2020-04-02 19:51:14,23.89,90.41,75.2,78,75,7.02,haze,0.0,0.0
375,Loa Janan,ID,2020-04-02 19:51:14,-0.58,117.09,74.61,96,11,3.27,light rain,0.010236220472440946,0.0
376,Ndola,ZM,2020-04-02 19:51:14,-12.96,28.64,58.41,61,13,6.02,few clouds,0.0,0.0
377,Copiapo,CL,2020-04-02 19:48:56,-27.37,-70.33,64.4,72,90,8.05,overcast clouds,0.0,0.0
378,Banda Aceh,ID,2020-04-02 19:51:14,5.56,95.32,79.65,80,41,2.66,light rain,0.012598425196850395,0.0
379,Hambantota,LK,2020-04-02 19:48:26,6.12,81.12,75.2,100,2,2.24,clear sky,0.0,0.0
380,Geraldton,AU,2020-04-02 19:51:15,-28.77,114.6,59.0,82,79,6.93,broken clouds,0.0,0.0
381,Kiunga,PG,2020-04-02 19:49:11,-6.12,141.29,74.01,98,86,3.04,moderate rain,0.2988188976377953,0.0
382,Ruwi,OM,2020-04-02 19:51:15,23.6,58.55,77.0,78,0,1.12,clear sky,0.0,0.0
383,Pozo Colorado,PY,2020-04-02 19:51:15,-23.49,-58.8,83.64,61,100,13.31,overcast clouds,0.0,0.0
384,Roros,NO,2020-04-02 19:51:15,62.57,11.38,23.0,85,90,8.05,light snow,0.0,0.0
385,San Rafael,AR,2020-04-02 19:51:15,-34.62,-68.33,74.37,17,0,12.44,clear sky,0.0,0.0
386,Tongren,CN,2020-04-02 19:51:15,27.72,109.19,51.78,80,100,4.97,light rain,0.05511811023622047,0.0
387,Burnie,AU,2020-04-02 19:51:16,-41.07,145.92,53.01,89,100,1.99,overcast clouds,0.0,0.0
388,Fort Nelson,CA,2020-04-02 19:51:16,58.81,-122.7,8.6,39,5,2.24,clear sky,0.0,0.0
389,Coquimbo,CL,2020-04-02 19:51:16,-29.95,-71.34,66.2,68,75,11.41,broken clouds,0.0,0.0
390,Ndele,CF,2020-04-02 19:51:16,8.41,20.65,83.19,30,45,1.63,scattered clouds,0.0,0.0
391,Bundaberg,AU,2020-04-02 19:51:16,-24.85,152.35,68.0,94,20,6.93,few clouds,0.0,0.0
392,Mayumba,GA,2020-04-02 19:49:17,-3.43,10.66,79.95,88,64,6.06,broken clouds,0.0,0.0
393,Veydelevka,RU,2020-04-02 19:51:16,50.15,38.45,37.62,71,0,6.44,clear sky,0.0,0.0
394,Ifakara,TZ,2020-04-02 19:51:17,-8.13,36.68,72.72,80,64,0.89,light rain,0.04921259842519685,0.0
395,Puqi,CN,2020-04-02 19:51:17,29.72,113.88,54.09,78,88,3.15,overcast clouds,0.0,0.0
396,Bahar,IR,2020-04-02 19:51:17,34.91,48.44,46.74,42,91,6.64,overcast clouds,0.0,0.0
397,Santa Maria,BR,2020-04-02 19:51:17,-29.68,-53.81,70.36,47,0,10.09,clear sky,0.0,0.0
398,Banihal,IN,2020-04-02 19:51:17,33.42,75.2,43.57,32,5,4.79,clear sky,0.0,0.0
399,Bubaque,GW,2020-04-02 19:51:17,11.28,-15.83,79.7,74,0,17.52,clear sky,0.0,0.0
400,Zhigansk,RU,2020-04-02 19:51:17,66.77,123.37,2.66,93,86,2.98,overcast clouds,0.0,0.0
401,Castlemaine,AU,2020-04-02 19:51:18,-37.07,144.22,55.99,63,97,5.37,overcast clouds,0.0,0.0
402,Pilar,BR,2020-04-02 19:51:18,-9.6,-35.96,84.2,74,75,9.17,broken clouds,0.0,0.0
403,Saint-Denis,FR,2020-04-02 19:51:18,48.92,2.33,48.99,57,90,4.7,overcast clouds,0.0,0.0
404,Oktyabrskiy,RU,2020-04-02 19:51:18,54.48,53.47,30.47,93,95,8.46,overcast clouds,0.0,0.0
405,Necochea,AR,2020-04-02 19:51:18,-38.55,-58.74,64.99,64,11,5.99,few clouds,0.0,0.0
406,Nishihara,JP,2020-04-02 19:51:18,26.18,127.76,68.0,72,75,3.36,broken clouds,0.0,0.0
407,Wewak,PG,2020-04-02 19:51:18,-3.55,143.63,79.02,82,100,8.08,light rain,0.07125984251968505,0.0
408,Pailon,BO,2020-04-02 19:51:18,-17.65,-62.75,93.2,56,75,9.17,broken clouds,0.0,0.0
409,Villa Carlos Paz,AR,2020-04-02 19:51:19,-31.42,-64.5,75.2,31,0,10.29,clear sky,0.0,0.0
410,Kysyl-Syr,RU,2020-04-02 19:51:19,63.9,122.76,2.39,92,88,5.68,overcast clouds,0.0,0.0
411,Metro,ID,2020-04-02 19:51:19,-5.11,105.31,75.04,91,47,3.11,scattered clouds,0.0,0.0
412,Moron,AR,2020-04-02 19:51:19,-34.65,-58.62,73.4,49,0,10.29,clear sky,0.0,0.0
413,Aripuana,BR,2020-04-02 19:51:19,-9.17,-60.63,86.67,69,66,1.45,light rain,0.011023622047244096,0.0
414,Pochutla,MX,2020-04-02 19:51:19,15.74,-96.47,93.0,52,40,11.41,scattered clouds,0.0,0.0
415,Almaznyy,RU,2020-04-02 19:51:19,48.04,40.05,37.4,37,0,4.47,clear sky,0.0,0.0
416,Palmer,US,2020-04-02 19:45:55,42.16,-72.33,53.6,77,90,21.92,light rain,0.0,0.0
417,Anda,CN,2020-04-02 19:51:20,46.4,125.32,40.5,53,72,20.92,broken clouds,0.0,0.0
418,Saint George,US,2020-04-02 19:46:27,37.1,-113.58,62.01,30,40,3.36,scattered clouds,0.0,0.0
419,Concepcion Del Oro,MX,2020-04-02 19:51:20,24.63,-101.42,77.97,8,0,15.39,clear sky,0.0,0.0
420,Graaff-Reinet,ZA,2020-04-02 19:51:20,-32.25,24.53,62.01,82,0,2.53,clear sky,0.0,0.0
421,Alofi,NU,2020-04-02 19:48:40,-19.06,-169.92,78.8,88,100,4.7,overcast clouds,0.0,0.0
422,Panama City,PA,2020-04-02 19:49:21,8.99,-79.52,93.2,52,40,5.82,scattered clouds,0.0,0.0
423,Sao Caetano De Odivelas,BR,2020-04-02 19:51:21,-0.75,-48.02,80.01,88,100,10.09,light rain,0.07755905511811025,0.0
424,Mount Gambier,AU,2020-04-02 19:51:21,-37.83,140.77,57.2,87,40,9.17,scattered clouds,0.0,0.0
425,Sasykoli,RU,2020-04-02 19:51:21,47.55,47.0,39.52,59,0,3.22,clear sky,0.0,0.0
426,Bitung,ID,2020-04-02 19:51:21,1.45,125.18,73.4,100,20,5.68,few clouds,0.0,0.0
427,Sinnamary,GF,2020-04-02 19:51:21,5.38,-52.95,77.07,86,100,10.29,light rain,0.06456692913385827,0.0
428,Barra Do Garcas,BR,2020-04-02 19:51:21,-15.89,-52.26,83.14,65,38,1.23,scattered clouds,0.0,0.0
429,Muros,ES,2020-04-02 19:49:30,42.78,-9.06,60.01,76,40,11.41,scattered clouds,0.0,0.0
430,Decatur,US,2020-04-02 19:46:32,39.84,-88.95,66.0,39,1,13.87,clear sky,0.0,0.0
431,Ponta Delgada,PT,2020-04-02 19:51:22,37.73,-25.67,62.6,93,75,18.34,broken clouds,0.0,0.0
432,Arrecife,ES,2020-04-02 19:48:34,28.96,-13.55,66.2,68,20,14.99,few clouds,0.0,0.0
433,Coihaique,CL,2020-04-02 19:51:22,-45.58,-72.07,62.6,48,40,11.41,scattered clouds,0.0,0.0
434,Gushikawa,JP,2020-04-02 19:51:22,26.35,127.87,68.0,82,90,6.93,overcast clouds,0.0,0.0
435,Ixtapa,MX,2020-04-02 19:49:28,20.7,-105.2,82.0,65,5,8.05,clear sky,0.0,0.0
436,Hastings,GB,2020-04-02 19:51:22,50.86,0.57,52.0,87,79,6.93,light rain,0.005905511811023622,0.0
437,Kharan,PK,2020-04-02 19:51:23,28.58,65.42,71.42,17,0,2.75,clear sky,0.0,0.0
438,Stranda,NO,2020-04-02 19:51:23,62.31,6.94,39.0,74,90,18.34,light shower snow,0.0,0.0
439,Camapua,BR,2020-04-02 19:51:23,-19.53,-54.04,81.19,71,62,2.75,moderate rain,0.12637795275590552,0.0
440,Jumla,NP,2020-04-02 19:51:23,29.27,82.18,37.76,27,11,4.14,few clouds,0.0,0.0
441,Sampit,ID,2020-04-02 19:51:23,-2.53,112.95,75.06,96,48,1.66,scattered clouds,0.0,0.0
442,Toshkivka,UA,2020-04-02 19:51:23,48.78,38.58,40.15,63,0,6.2,clear sky,0.0,0.0
443,Makuyuni,TZ,2020-04-02 19:51:24,-4.73,38.1,73.02,76,89,2.04,light rain,0.004724409448818898,0.0
444,San Quintin,MX,2020-04-02 19:51:24,30.48,-115.95,63.79,65,0,16.62,clear sky,0.0,0.0
445,Coihueco,CL,2020-04-02 19:51:24,-36.62,-71.83,87.8,19,0,17.22,clear sky,0.0,0.0
446,Krasnoselkup,RU,2020-04-02 19:49:10,65.7,82.47,36.97,99,100,20.4,light rain,0.08267716535433071,0.0
447,Linqing,CN,2020-04-02 19:51:24,36.85,115.71,43.36,80,8,5.68,clear sky,0.0,0.0
448,Ikot Ekpene,NG,2020-04-02 19:51:25,5.18,7.71,80.85,79,100,7.31,light rain,0.005905511811023622,0.0
449,Atambua,ID,2020-04-02 19:51:25,-9.11,124.89,74.26,77,72,2.17,broken clouds,0.0,0.0
450,Chumikan,RU,2020-04-02 19:49:19,54.72,135.31,23.49,91,100,11.45,light snow,0.0,0.029527559055118113
451,El Prat De Llobregat,ES,2020-04-02 19:49:31,41.33,2.09,55.99,66,20,12.75,few clouds,0.0,0.0
452,Luwuk,ID,2020-04-02 19:51:25,-0.95,122.79,80.33,72,95,3.24,overcast clouds,0.0,0.0
453,Raga,SS,2020-04-02 19:51:25,8.46,25.68,85.93,22,70,3.02,broken clouds,0.0,0.0
454,Ekhabi,RU,2020-04-02 19:51:25,53.51,142.97,28.27,93,100,16.46,overcast clouds,0.0,0.0
455,Carutapera,BR,2020-04-02 19:49:17,-1.2,-46.02,82.31,81,98,9.44,overcast clouds,0.0,0.0
456,Dargaville,NZ,2020-04-02 19:51:25,-35.93,173.88,65.25,65,0,1.25,clear sky,0.0,0.0
457,Labytnangi,RU,2020-04-02 19:51:26,66.66,66.42,11.25,92,13,10.29,few clouds,0.0,0.0
458,Pistsovo,RU,2020-04-02 19:51:26,57.18,40.53,37.4,86,90,8.95,overcast clouds,0.0,0.0
459,Cruz Alta,BR,2020-04-02 19:51:26,-28.64,-53.61,75.2,78,75,11.41,broken clouds,0.0,0.0
460,Calama,CL,2020-04-02 19:51:10,-22.47,-68.93,75.2,25,2,25.28,clear sky,0.0,0.0
461,Fare,PF,2020-04-02 19:51:26,-16.7,-151.02,83.48,76,0,13.2,light rain,0.009448818897637795,0.0
