City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
303,Boyolangu,ID,2020-03-31 20:54:33,-8.12,111.89,76.96,82,100,1.19
304,Fairbanks,US,2020-03-31 20:50:51,64.84,-147.72,24.01,29,1,10.29
305,Santa Cruz,BO,2020-03-31 20:51:05,-17.8,-63.17,89.6,59,75,8.05
306,Nalut,LY,2020-03-31 20:54:33,30.33,10.85,64.09,22,0,9.24
307,Souillac,MU,2020-03-31 20:50:59,-20.52,57.52,78.8,94,20,3.36
308,Williams Lake,CA,2020-03-31 20:54:34,52.14,-122.14,17.6,67,90,14.99
309,Vilyuysk,RU,2020-03-31 20:54:34,63.76,121.62,10.44,94,92,6.96
310,Paracuru,BR,2020-03-31 20:54:34,-3.41,-39.03,80.6,88,75,6.93
311,Talcahuano,CL,2020-03-31 20:54:34,-36.72,-73.12,68.0,49,0,18.34
312,Mezen,RU,2020-03-31 20:54:34,65.85,44.24,17.91,95,100,7.09
313,Maceio,BR,2020-03-31 20:54:34,-9.67,-35.74,84.2,74,20,10.29
314,Moroni,KM,2020-03-31 20:54:35,-11.7,43.26,82.89,77,16,9.22
315,Porto Novo,BJ,2020-03-31 20:54:12,6.5,2.6,82.4,88,40,11.41
316,Santa Rosa,PH,2020-03-31 20:52:42,14.31,121.11,80.6,74,20,1.12
317,Berlevag,NO,2020-03-31 20:54:35,70.86,29.09,24.8,92,75,8.05
318,Dunedin,NZ,2020-03-31 20:54:35,-45.87,170.5,53.85,78,0,3.42
319,Kaeo,NZ,2020-03-31 20:54:35,-35.1,173.78,62.01,93,98,4.0
320,Jalu,LY,2020-03-31 20:54:36,29.03,21.55,60.84,55,0,11.92
321,Mawlaik,MM,2020-03-31 20:54:36,23.63,94.42,68.92,24,17,1.68
322,Atar,MR,2020-03-31 20:54:36,20.52,-13.05,86.13,23,100,7.18
323,Ponta Delgada,PT,2020-03-31 20:54:36,37.73,-25.67,55.4,62,20,13.87
324,Namatanai,PG,2020-03-31 20:54:36,-3.67,152.43,81.79,76,100,8.34
325,Ust-Nera,RU,2020-03-31 20:54:36,64.57,143.2,4.35,81,100,3.02
326,Los Llanos De Aridane,ES,2020-03-31 20:54:36,28.66,-17.92,68.0,68,75,9.17
327,Melfi,IT,2020-03-31 20:54:37,41.0,15.65,42.8,93,75,13.87
328,Coracao De Maria,BR,2020-03-31 20:52:10,-12.23,-38.75,77.86,72,70,7.74
329,Sao Felix Do Xingu,BR,2020-03-31 20:54:37,-6.64,-51.99,79.38,85,99,1.41
330,Ixtapa,MX,2020-03-31 20:54:37,20.7,-105.2,82.4,61,75,13.87
331,Strezhevoy,RU,2020-03-31 20:54:37,60.73,77.59,32.0,95,100,8.95
332,Zimovniki,RU,2020-03-31 20:54:37,47.15,42.46,46.81,67,0,8.93
333,Rundu,NA,2020-03-31 20:54:37,-17.93,19.77,68.61,63,26,4.85
334,Koumac,NC,2020-03-31 20:54:38,-20.57,164.28,76.75,71,37,8.57
335,Half Moon Bay,US,2020-03-31 20:54:38,37.46,-122.43,71.01,82,20,8.05
336,Eydhafushi,MV,2020-03-31 20:54:38,5.1,73.07,83.66,75,33,7.49
337,Aksu,CN,2020-03-31 20:54:38,41.12,80.26,47.28,35,99,5.88
338,Shimoda,JP,2020-03-31 20:54:38,34.67,138.95,55.0,95,100,1.01
339,Sur,OM,2020-03-31 20:54:38,22.57,59.53,76.17,62,15,5.35
340,Svetlogorsk,BY,2020-03-31 20:54:39,52.63,29.73,27.88,85,52,4.38
341,Foumban,CM,2020-03-31 20:54:39,5.73,10.9,70.12,62,100,2.8
342,The Pas,CA,2020-03-31 20:54:39,53.83,-101.25,28.4,68,75,10.29
343,Pochutla,MX,2020-03-31 20:54:39,15.74,-96.47,91.4,49,20,11.41
344,Ahipara,NZ,2020-03-31 20:54:39,-35.17,173.17,64.83,73,99,5.23
345,Nagato,JP,2020-03-31 20:54:39,34.38,131.2,55.99,93,90,1.12
346,Viet Tri,VN,2020-03-31 20:54:40,21.3,105.43,62.6,88,90,5.82
347,Ola,RU,2020-03-31 20:54:40,59.58,151.28,9.86,92,57,6.58
348,Adrar,MR,2020-03-31 20:54:40,20.5,-10.07,80.67,21,99,3.94
349,Varhaug,NO,2020-03-31 20:54:40,58.61,5.65,43.0,87,75,12.75
350,High Level,CA,2020-03-31 20:54:40,58.52,-117.14,12.2,56,20,13.87
351,Roatan,HN,2020-03-31 20:54:40,16.32,-86.54,80.58,81,0,15.57
352,Solnechnyy,RU,2020-03-31 20:54:41,50.72,136.63,25.5,86,9,4.25
353,Songjianghe,CN,2020-03-31 20:54:41,42.19,127.48,29.26,75,90,2.48
354,Ascension,US,2020-03-31 20:54:41,30.22,-90.9,77.0,50,40,17.22
355,Osoyoos,CA,2020-03-31 20:51:39,49.03,-119.45,50.0,39,75,3.36
356,Aykhal,RU,2020-03-31 20:54:41,66.0,111.5,-5.8,76,100,8.95
357,Alekseyevsk,RU,2020-03-31 20:54:41,57.84,108.35,34.0,82,100,14.0
358,Boa Vista,BR,2020-03-31 20:54:41,2.82,-60.67,91.4,43,75,14.99
359,Rawson,AR,2020-03-31 20:54:42,-43.3,-65.1,69.08,40,20,24.27
360,Udachnyy,RU,2020-03-31 20:54:42,66.42,112.4,-5.8,76,72,8.95
361,Wamba,NG,2020-03-31 20:54:42,8.93,8.6,80.51,61,100,11.45
362,Puerto Narino,CO,2020-03-31 20:54:42,-3.77,-70.38,87.8,70,40,5.82
363,Blackfoot,US,2020-03-31 20:54:42,43.19,-112.34,48.99,75,90,10.29
364,Thompson,CA,2020-03-31 20:50:58,55.74,-97.86,21.2,67,75,16.11
365,Paita,PE,2020-03-31 20:54:43,-5.09,-81.11,79.48,61,21,15.19
366,Lethem,GY,2020-03-31 20:54:43,3.38,-59.8,92.32,42,94,9.55
367,Bantry,IE,2020-03-31 20:54:43,51.68,-9.45,46.4,70,75,9.17
368,Barguzin,RU,2020-03-31 20:54:43,53.62,109.62,27.68,86,48,7.0
369,Manga,BF,2020-03-31 20:54:43,11.66,-1.07,91.58,14,3,5.39
370,Antofagasta,CL,2020-03-31 20:54:43,-23.65,-70.4,68.0,68,20,11.41
371,Kintampo,GH,2020-03-31 20:54:44,8.06,-1.73,86.38,52,53,5.53
372,Egvekinot,RU,2020-03-31 20:54:44,66.32,-179.17,8.74,92,90,4.88
373,Husavik,IS,2020-03-31 20:54:44,66.04,-17.34,42.8,48,75,33.33
374,Gurdaha,IN,2020-03-31 20:54:44,22.73,88.76,80.6,74,20,4.7
375,Tambopata,PE,2020-03-31 20:54:44,-12.73,-69.18,86.27,61,98,3.42
376,Raahe,FI,2020-03-31 20:54:45,64.68,24.48,33.8,74,32,9.17
377,Harper,LR,2020-03-31 20:54:45,4.38,-7.72,82.18,84,61,7.49
378,Nioro,GM,2020-03-31 20:54:45,13.35,-15.75,89.85,19,45,8.63
379,Coos Bay,US,2020-03-31 20:54:45,43.37,-124.22,53.01,66,40,11.41
380,Gornoye Loo,RU,2020-03-31 20:54:45,43.71,39.6,46.99,93,1,3.42
381,Andapa,MG,2020-03-31 20:54:45,-14.65,49.65,72.21,80,97,0.67
382,Saldanha,ZA,2020-03-31 20:54:45,-33.01,17.94,60.8,77,0,16.11
383,Mangrol,IN,2020-03-31 20:54:46,21.12,70.12,73.42,83,0,10.29
384,Bayugan,PH,2020-03-31 20:54:46,8.76,125.77,68.54,92,60,1.07
385,Saint-Georges,GD,2020-03-31 20:54:46,12.06,-61.75,84.2,58,20,12.75
386,Pimentel,PE,2020-03-31 20:54:46,-6.84,-79.93,77.4,68,30,13.65
387,Manadhoo,MV,2020-03-31 20:54:46,5.77,73.38,83.8,77,11,9.48
388,Rockland,US,2020-03-31 20:54:47,41.17,-74.05,48.99,65,90,4.7
389,La Palma,US,2020-03-31 20:54:47,33.85,-118.05,80.01,40,90,3.36
390,Binzhou,CN,2020-03-31 20:54:47,37.37,118.02,50.0,57,66,3.0
391,Bonavista,CA,2020-03-31 20:54:47,48.65,-53.11,34.0,84,100,1.01
392,San Francisco,US,2020-03-31 20:52:22,37.77,-122.42,70.0,63,90,13.87
393,Oussouye,SN,2020-03-31 20:54:47,12.48,-16.55,76.44,51,63,9.86
394,Tilichiki,RU,2020-03-31 20:54:48,60.47,166.1,13.33,93,15,4.05
395,La Orilla,MX,2020-03-31 20:54:48,17.98,-102.23,85.44,52,0,9.84
396,Matara,LK,2020-03-31 20:54:48,5.95,80.54,75.16,87,5,6.13
397,Dalsingh Sarai,IN,2020-03-31 20:54:49,25.67,85.83,75.16,23,0,3.29
398,Abu Dhabi,AE,2020-03-31 20:50:47,24.47,54.37,75.99,60,0,3.36
399,Machinga,MW,2020-03-31 20:54:49,-15.17,35.3,63.09,71,0,3.33
400,Dukat,RU,2020-03-31 20:54:49,62.55,155.55,1.36,80,32,8.08
401,Nantucket,US,2020-03-31 20:54:49,41.28,-70.1,39.2,60,90,14.99
402,Santiago Del Estero,AR,2020-03-31 20:54:50,-27.8,-64.26,74.01,85,98,6.33
403,Liwale,TZ,2020-03-31 20:54:50,-9.77,37.93,69.42,81,64,3.44
404,Zvishavane,ZW,2020-03-31 20:54:50,-20.33,30.07,65.37,43,5,2.75
405,Mogadishu,SO,2020-03-31 20:54:43,2.04,45.34,83.8,78,87,15.1
406,Natitingou,BJ,2020-03-31 20:54:50,10.3,1.38,89.71,31,59,2.37
407,Tessalit,ML,2020-03-31 20:54:51,20.2,1.01,78.58,11,0,9.62
408,Usinsk,RU,2020-03-31 20:54:51,65.99,57.53,10.53,95,81,7.07
409,Kelamangalam,IN,2020-03-31 20:54:51,12.6,77.85,73.4,56,0,5.82
410,Bathsheba,BB,2020-03-31 20:51:30,13.22,-59.52,82.4,58,40,13.87
411,Lugovoy,KZ,2020-03-31 20:54:51,42.95,72.76,53.2,53,94,8.81
412,Mareeba,AU,2020-03-31 20:54:51,-17.0,145.43,77.0,78,97,9.17
413,Capaci,IT,2020-03-31 20:54:52,38.17,13.24,55.99,78,100,3.91
414,Lavrentiya,RU,2020-03-31 20:54:52,65.58,-171.0,15.76,93,0,7.27
415,Ban Nahin,LA,2020-03-31 20:54:52,18.24,104.21,74.28,74,11,3.62
416,Leningradskiy,RU,2020-03-31 20:54:53,69.38,178.42,7.57,91,13,5.39
417,Broome,US,2020-03-31 20:54:53,42.25,-75.83,50.0,75,90,4.7
418,Kailua,US,2020-03-31 20:50:47,21.4,-157.74,78.8,61,75,10.29
419,Uzunovo,RU,2020-03-31 20:54:53,54.54,38.62,24.1,90,66,10.04
420,Rocha,UY,2020-03-31 20:54:53,-34.48,-54.33,67.82,73,94,12.24
421,Along,IN,2020-03-31 20:54:54,28.17,94.77,62.78,56,70,4.61
422,Aleksandrov Gay,RU,2020-03-31 20:54:54,50.15,48.57,55.04,59,100,5.59
423,Evensk,RU,2020-03-31 20:54:54,61.95,159.23,8.38,92,100,3.71
424,Narsaq,GL,2020-03-31 20:54:54,60.92,-46.05,35.6,74,20,5.82
425,Gat,IL,2020-03-31 20:54:54,31.61,34.76,64.4,68,40,4.7
426,Monroe,US,2020-03-31 20:54:21,43.15,-77.68,45.0,81,90,14.99
427,Longyan,CN,2020-03-31 20:54:55,25.11,117.02,61.0,99,68,2.37
428,Vallenar,CL,2020-03-31 20:54:55,-28.57,-70.76,79.18,32,65,7.52
429,Micheweni,TZ,2020-03-31 20:54:55,-4.97,39.83,85.32,72,54,10.11
430,Ust-Tsilma,RU,2020-03-31 20:54:55,65.44,52.15,13.84,96,29,2.64
431,Prince George,CA,2020-03-31 20:54:55,53.92,-122.75,19.99,66,75,13.87
432,Tiksi,RU,2020-03-31 20:54:56,71.69,128.87,-5.22,87,100,4.23
433,Chernyshevskiy,RU,2020-03-31 20:54:56,63.01,112.47,-4.07,87,0,6.76
434,Wufeng,CN,2020-03-31 20:54:56,27.45,104.83,45.91,53,95,4.25
435,Sao Filipe,CV,2020-03-31 20:54:56,14.9,-24.5,74.41,78,79,13.4
436,Hudson Bay,CA,2020-03-31 20:54:56,52.85,-102.38,36.34,80,100,4.85
437,New Glasgow,CA,2020-03-31 20:53:05,45.58,-62.65,34.0,94,100,5.01
438,Soke,ML,2020-03-31 20:54:57,13.6,-5.94,91.62,14,29,8.63
439,Puri,IN,2020-03-31 20:54:57,19.8,85.85,80.6,88,0,9.06
440,Nizwa,OM,2020-03-31 20:54:57,22.93,57.53,73.98,38,1,1.79
441,Kenai,US,2020-03-31 20:54:57,60.55,-151.26,27.0,63,1,3.36
442,Coihueco,CL,2020-03-31 20:54:57,-36.62,-71.83,77.0,31,0,13.87
443,Lorengau,PG,2020-03-31 20:54:58,-2.02,147.27,81.73,83,86,10.89
444,Catuday,PH,2020-03-31 20:54:58,16.29,119.81,78.66,79,50,4.72
445,Gazli,UZ,2020-03-31 20:54:58,40.13,63.45,58.21,64,100,8.1
446,Joshimath,IN,2020-03-31 20:54:58,30.57,79.57,45.72,33,100,0.76
447,Lakatoro,VU,2020-03-31 20:54:58,-16.1,167.42,77.0,100,90,3.36
448,Vedeno,RU,2020-03-31 20:54:59,42.97,46.09,53.6,76,97,15.66
449,Kilindoni,TZ,2020-03-31 20:54:59,-7.91,39.67,84.22,77,49,9.73
450,Panalingaan,PH,2020-03-31 20:54:59,8.78,117.42,80.58,79,6,4.79
451,Mazatlan,MX,2020-03-31 20:53:26,23.22,-106.42,82.4,51,40,6.93
452,Kawalu,ID,2020-03-31 20:54:59,-7.38,108.21,73.42,80,97,0.56
453,Merauke,ID,2020-03-31 20:54:59,-8.47,140.33,78.69,88,97,4.43
454,San Patricio,MX,2020-03-31 20:55:00,19.22,-104.7,84.2,79,5,11.41
455,Faanui,PF,2020-03-31 20:55:00,-16.48,-151.75,82.45,77,0,11.14
456,Brae,GB,2020-03-31 20:55:00,60.4,-1.35,46.4,81,98,17.22
457,Povenets,RU,2020-03-31 20:55:00,62.85,34.83,25.16,97,100,13.0
458,Petukhovo,RU,2020-03-31 20:55:00,55.07,67.9,24.55,92,99,7.23
459,Moyale,KE,2020-03-31 20:55:01,3.52,39.06,72.16,58,4,5.68
460,Verkhnyaya Inta,RU,2020-03-31 20:55:01,65.98,60.31,9.61,91,2,6.46
461,Bambous Virieux,MU,2020-03-31 20:55:01,-20.34,57.76,78.8,94,20,3.36
462,Astoria,US,2020-03-31 20:50:35,46.19,-123.83,50.0,66,40,12.75
463,Qeshm,IR,2020-03-31 20:55:01,26.96,56.27,73.4,82,0,4.7
464,Pangnirtung,CA,2020-03-31 20:55:02,66.15,-65.71,-11.2,47,20,16.11
465,Necochea,AR,2020-03-31 20:55:02,-38.55,-58.74,66.0,60,77,4.0
466,Bairiki,KI,2020-03-31 20:55:02,1.33,172.98,84.2,79,75,16.11
467,Chambersburg,US,2020-03-31 20:55:02,39.94,-77.66,52.0,53,90,4.7
468,Goderich,CA,2020-03-31 20:55:02,43.75,-81.72,48.99,86,99,10.33
469,Ferkessedougou,CI,2020-03-31 20:55:03,9.6,-5.2,91.38,29,34,3.09
470,Staszow,PL,2020-03-31 20:55:03,50.56,21.17,34.0,74,12,3.0
471,Iquique,CL,2020-03-31 20:53:59,-20.22,-70.14,73.4,60,15,19.46
472,Valparaiso,CL,2020-03-31 20:50:27,-33.04,-71.63,75.2,36,0,13.87
473,Chaozhou,CN,2020-03-31 20:55:03,23.67,116.64,64.4,88,75,4.47
474,Dossor,KZ,2020-03-31 20:55:03,47.53,52.98,48.9,82,62,5.77
475,Lucapa,AO,2020-03-31 20:55:03,-8.42,20.74,69.24,70,75,1.16
476,Mindelo,CV,2020-03-31 20:55:04,16.89,-24.98,73.4,73,75,18.34
477,Karatau,KZ,2020-03-31 20:55:04,43.17,70.47,53.83,67,100,5.39
478,Teknaf,BD,2020-03-31 20:55:04,20.86,92.31,71.64,73,0,4.88
479,Trapani,IT,2020-03-31 20:55:04,37.83,12.67,55.99,93,20,5.82
480,Hidalgotitlan,MX,2020-03-31 20:55:05,17.78,-94.63,95.0,47,75,5.57
481,Butembo,CD,2020-03-31 20:55:05,0.15,29.28,60.15,57,90,2.35
482,Durban,ZA,2020-03-31 20:54:17,-29.86,31.03,75.2,83,95,4.7
483,Los Algarrobos,PA,2020-03-31 20:55:05,8.5,-82.43,89.6,59,20,11.41
484,Weinan,CN,2020-03-31 20:55:05,34.5,109.51,57.0,76,39,2.24
485,Halifax,CA,2020-03-31 20:51:37,44.65,-63.57,37.4,69,90,18.34
486,Erenhot,CN,2020-03-31 20:55:06,43.65,111.98,29.12,45,0,4.83
487,Margate,GB,2020-03-31 20:55:06,51.38,1.39,42.01,74,0,2.24
488,Litovko,RU,2020-03-31 20:52:26,49.24,135.17,30.7,87,0,9.19
489,Broken Hill,AU,2020-03-31 20:55:06,-31.95,141.43,66.2,42,95,18.34
490,Sao Lourenco Do Sul,BR,2020-03-31 20:55:06,-31.37,-51.98,75.2,78,90,16.11
491,Qixingtai,CN,2020-03-31 20:55:07,30.41,111.89,46.99,91,57,4.52
492,Candolim,IN,2020-03-31 20:55:07,15.52,73.76,77.04,77,0,8.1
493,Portland,US,2020-03-31 20:53:47,45.52,-122.68,52.0,70,40,8.48
494,Pervomayskiy,RU,2020-03-31 20:55:07,53.25,40.29,28.0,90,88,13.69
495,Tyubuk,RU,2020-03-31 20:55:08,56.06,60.94,31.91,87,100,6.17
496,Cap-Aux-Meules,CA,2020-03-31 20:52:02,47.38,-61.86,32.0,98,90,13.87
497,Namibe,AO,2020-03-31 20:55:08,-15.2,12.15,73.96,71,17,9.08
498,Kyra,RU,2020-03-31 20:55:08,49.58,111.98,24.06,67,19,4.25
499,Luena,AO,2020-03-31 20:55:08,-11.78,19.92,65.17,64,86,2.84
500,Richards Bay,ZA,2020-03-31 20:55:08,-28.78,32.04,76.62,70,100,13.96
501,Eravur,LK,2020-03-31 20:55:09,7.77,81.61,75.22,75,68,1.5
502,Aswan,EG,2020-03-31 20:55:09,24.09,32.91,84.2,8,0,9.17
503,Osa,RU,2020-03-31 20:55:09,57.28,55.46,34.48,88,100,6.35
504,Manutuke,NZ,2020-03-31 20:55:09,-38.68,177.92,63.0,84,32,1.99
505,Balclutha,NZ,2020-03-31 20:55:09,-46.23,169.75,50.0,93,1,1.99
506,Camacari,BR,2020-03-31 20:55:09,-12.7,-38.32,84.2,74,40,9.17
507,Camana,PE,2020-03-31 20:55:10,-16.62,-72.71,74.37,69,97,7.38
508,Taoudenni,ML,2020-03-31 20:51:20,22.68,-3.98,81.28,13,82,8.79
509,Alyangula,AU,2020-03-31 20:51:20,-13.85,136.42,73.4,100,10,4.63
510,Bubaque,GW,2020-03-31 20:55:10,11.28,-15.83,79.61,71,31,13.71
511,Yabassi,CM,2020-03-31 20:55:10,4.46,9.97,82.4,88,40,1.12
512,Kautokeino,NO,2020-03-31 20:55:10,69.01,23.04,19.69,93,100,18.25
513,Zhigansk,RU,2020-03-31 20:55:10,66.77,123.37,8.37,95,100,6.31
514,Sobolevo,RU,2020-03-31 20:55:11,54.43,31.9,26.31,80,23,6.04
515,Huanuco,PE,2020-03-31 20:55:11,-9.93,-76.24,70.81,32,91,6.35
516,Deshnok,IN,2020-03-31 20:55:11,27.8,73.34,75.65,32,0,4.32
517,Huntsville,US,2020-03-31 20:51:32,34.73,-86.59,53.6,81,90,18.34
518,Srivardhan,IN,2020-03-31 20:55:11,18.03,73.02,76.05,72,0,10.67
519,Hami,CN,2020-03-31 20:55:12,42.8,93.45,43.63,35,0,13.85
520,Dingle,PH,2020-03-31 20:55:12,11.0,122.67,77.07,83,94,7.11
521,Predivinsk,RU,2020-03-31 20:55:12,57.07,93.44,35.29,88,100,6.82
522,Ankang,CN,2020-03-31 20:55:12,32.68,109.02,54.18,60,100,1.28
523,Kochevo,RU,2020-03-31 20:55:12,59.6,54.31,24.49,97,100,7.4
524,Acatlan,MX,2020-03-31 20:55:13,20.15,-98.45,72.7,20,35,14.34
525,Carrickmacross,IE,2020-03-31 20:55:13,53.97,-6.72,46.0,76,75,10.29
526,Wakkanai,JP,2020-03-31 20:55:13,45.41,141.67,40.86,77,100,24.29
527,Klaksvik,FO,2020-03-31 20:55:13,62.23,-6.59,44.6,81,100,26.4
528,Wewak,PG,2020-03-31 20:51:33,-3.55,143.63,76.46,86,64,5.59
529,Salon,IN,2020-03-31 20:55:13,26.03,81.45,76.55,20,65,2.39
530,Pakxan,LA,2020-03-31 20:55:14,18.38,103.66,78.19,46,10,2.77
531,Birin,NP,2020-03-31 20:55:14,26.89,88.07,56.5,27,0,4.12
532,Kizlyar,RU,2020-03-31 20:55:14,43.85,46.72,50.94,74,24,11.95
533,Holme,DK,2020-03-31 20:55:14,56.11,10.17,42.8,81,88,10.29
534,Maniitsoq,GL,2020-03-31 20:55:14,65.42,-52.9,9.21,90,100,11.3
535,Mitsamiouli,KM,2020-03-31 20:55:15,-11.38,43.28,83.84,76,17,7.63
536,Dalby,AU,2020-03-31 20:55:15,-27.18,151.27,64.99,100,4,4.7
537,Norman Wells,CA,2020-03-31 20:55:15,65.28,-126.83,12.2,47,5,20.8
538,Peace River,CA,2020-03-31 20:55:15,56.25,-117.29,6.8,65,90,18.34
539,North Bend,US,2020-03-31 20:55:16,43.41,-124.22,53.01,66,40,11.41
540,Fare,PF,2020-03-31 20:55:16,-16.7,-151.02,83.3,76,0,10.67
541,Oistins,BB,2020-03-31 20:55:16,13.07,-59.53,82.4,58,40,13.87
542,Labuhan,ID,2020-03-31 20:55:16,-6.88,112.21,78.24,83,31,2.51
543,Amga,RU,2020-03-31 20:55:16,60.9,131.96,12.92,93,98,3.0
544,Seoul,KR,2020-03-31 20:55:16,37.57,126.98,51.8,43,1,3.74
545,Baykit,RU,2020-03-31 20:55:17,61.67,96.37,13.42,91,44,4.09
546,Nivala,FI,2020-03-31 20:55:17,63.92,24.97,32.0,89,78,4.0
547,Camopi,GF,2020-03-31 20:55:17,3.17,-52.32,78.26,92,92,3.27
548,Havelock,US,2020-03-31 20:55:17,34.88,-76.9,60.8,55,90,17.22
549,Mondlo,ZA,2020-03-31 20:55:17,-27.98,30.72,63.09,60,100,3.56
550,Kihei,US,2020-03-31 20:55:18,20.79,-156.47,75.2,73,40,10.29
551,Pasighat,IN,2020-03-31 20:55:18,28.07,95.33,67.89,50,67,3.22
552,Escarcega,MX,2020-03-31 20:55:18,18.61,-90.75,95.86,30,50,4.52
553,Kalkar,DE,2020-03-31 20:55:18,51.73,6.3,41.0,59,0,3.36
554,Alamosa,US,2020-03-31 20:55:18,37.47,-105.87,60.8,13,1,9.17
555,Matay,EG,2020-03-31 20:55:18,28.42,30.78,69.91,28,0,11.27
556,Darhan,MN,2020-03-31 20:55:19,49.49,105.92,30.25,57,7,6.98
557,Kerema,PG,2020-03-31 20:55:19,-7.96,145.78,75.96,90,100,7.81
558,Matagami,CA,2020-03-31 20:55:19,49.75,-77.63,48.2,21,1,9.17
559,Batagay,RU,2020-03-31 20:55:19,67.63,134.63,1.9,90,97,1.12
560,Shancheng,CN,2020-03-31 20:55:20,34.8,116.08,45.63,92,34,4.12
561,Creston,US,2020-03-31 20:55:20,41.06,-94.36,66.2,23,1,9.17
562,San Vicente,AR,2020-03-31 20:55:20,-26.62,-54.13,81.91,46,73,2.3
563,Dudinka,RU,2020-03-31 20:55:20,69.41,86.18,12.2,85,75,15.66
564,Manaus,BR,2020-03-31 20:55:20,-3.1,-60.02,75.2,100,75,8.05
565,Japura,ID,2020-03-31 20:55:20,-0.32,102.35,74.86,97,100,1.25
566,Mahon,ES,2020-03-31 20:50:57,39.89,4.27,55.4,87,40,19.46
567,Parelhas,BR,2020-03-31 20:52:07,-6.69,-36.66,80.87,64,68,13.94
568,Tutoia,BR,2020-03-31 20:52:06,-2.76,-42.27,86.0,79,40,8.05
569,Falam,MM,2020-03-31 20:55:21,22.92,93.68,53.6,23,30,1.97
